"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1075","negative regulation of MAPK cascade (GO:0043409)","1/81",0.450502716359183,0.518486889410521,0.516182195062452,0.597501964505528,-0.466388648289325,0.37189419100581,"APOE"
"1076","cellular response to hormone stimulus (GO:0032870)","1/81",0.450502716359183,0.518486889410521,0.516182195062452,0.597501964505528,-0.464193127762014,0.370143502318734,"CTSS"
"1077","cellular response to tumor necrosis factor (GO:0071356)","2/195",0.42085285729755,0.499630599679628,0.519056603447532,0.600146886294423,-0.4275012623627,0.369990378523967,"CCL8;STAT1"
"1078","viral life cycle (GO:0019058)","1/108",0.550166808858197,0.596178961037885,0.619403378273043,0.674237643016275,-0.618857451685526,0.369788218713347,"APOE"
"1079","positive regulation of establishment of protein localization to mitochondrion (GO:1903749)","1/111",0.560066461583122,0.603649450990753,0.629427487784844,0.681455635921597,-0.637474038532047,0.369543585963254,"ITGAX"
"1080","positive regulation of peptidyl-serine phosphorylation (GO:0033138)","1/84",0.462579443754418,0.526850878756213,0.528901378931591,0.605823347540463,-0.47349699091597,0.365036333823949,"IRGM"
"1081","calcium ion transport (GO:0006816)","1/119",0.585420220224574,0.625937325084837,0.654895910033836,0.703341864162898,-0.663895639690855,0.355466564839643,"CCL8"
"1082","phospholipase C-activating G-protein coupled receptor signaling pathway (GO:0007200)","1/92",0.493510550391279,0.551651403730512,0.561220140220959,0.631438159632358,-0.50266184007324,0.354985341666473,"C3AR1"
"1083","positive regulation of angiogenesis (GO:0045766)","1/104",0.536622308430522,0.586778477004337,0.605618252968981,0.665241563197468,-0.568304557287663,0.353747291293034,"ANXA3"
"1084","positive regulation of homeostatic process (GO:0032846)","1/84",0.462579443754418,0.526850878756213,0.528901378931591,0.605823347540463,-0.45062738362115,0.347405308151018,"STAT1"
"1085","mRNA metabolic process (GO:0016071)","1/98",0.515542498429197,0.568370275029444,0.584006473520998,0.646808640250738,-0.519909122373218,0.344458269968225,"RNASE4"
"1086","peptide metabolic process (GO:0006518)","1/105",0.540045937307726,0.588918872810687,0.609110288350806,0.667252634057019,-0.55234239661515,0.340298743744703,"PROS1"
"1087","histone modification (GO:0016570)","1/99",0.519120794724625,0.570748683980998,0.587688341264358,0.649096655566958,-0.513157320002746,0.336435523624627,"EYA4"
"1088","Wnt signaling pathway (GO:0016055)","1/110",0.556790858586426,0.600656208233342,0.626115570345381,0.678479552397647,-0.569464678452281,0.333458919206452,"PLCG2"
"1089","positive regulation of neuron differentiation (GO:0045666)","1/99",0.519120794724625,0.570748683980998,0.587688341264358,0.649096655566958,-0.482416966826679,0.316281573921365,"APOE"
"1090","regulation of cell growth (GO:0001558)","2/202",0.438460116422073,0.510971412271371,0.537866647275077,0.614340578167268,-0.383336002759347,0.316055330823955,"BST2;CXCL16"
"1091","ER to Golgi vesicle-mediated transport (GO:0006888)","2/181",0.384836954740428,0.471748250724533,0.479961311642263,0.576210954987402,-0.330475892546602,0.315583171129969,"PROS1;CTSZ"
"1092","regulation of response to external stimulus (GO:0032101)","1/108",0.550166808858197,0.596178961037885,0.619403378273043,0.674237643016275,-0.513772414833427,0.306996361743496,"USP18"
"1093","negative regulation of cell growth (GO:0030308)","1/116",0.576087283518954,0.617053490346969,0.645555466254621,0.695169201820212,-0.55175834960525,0.304292575676086,"BST2"
"1094","regulation of organelle organization (GO:0033043)","1/114",0.569749698437222,0.612442806973107,0.639189592093147,0.690783370827123,-0.535756215620393,0.301394020231139,"MSN"
"1095","tumor necrosis factor-mediated signaling pathway (GO:0033209)","1/124",0.600523733962251,0.637560440021597,0.669923631347489,0.713602707525561,-0.589822605889833,0.300781874920721,"STAT1"
"1096","cell morphogenesis involved in neuron differentiation (GO:0048667)","1/98",0.515542498429197,0.568370275029444,0.584006473520998,0.646808640250738,-0.4489181929343,0.297424256357646,"S100A6"
"1097","cellular calcium ion homeostasis (GO:0006874)","1/124",0.600523733962251,0.637560440021597,0.669923631347489,0.713602707525561,-0.583034272196089,0.297320143010816,"CCL8"
"1098","positive regulation of developmental process (GO:0051094)","1/114",0.569749698437222,0.612442806973107,0.639189592093147,0.690783370827123,-0.520793634300234,0.292976698311885,"TMEM119"
"1099","regulation of phosphorylation (GO:0042325)","1/120",0.588485620712459,0.627544400848241,0.657954792631323,0.704116807389648,-0.549074149562697,0.291120644024038,"STAT2"
"1100","positive regulation of cytoskeleton organization (GO:0051495)","1/78",0.438156492180475,0.510971412271371,0.503122360726174,0.589749459800622,-0.348047346261216,0.287201411375759,"PLEK"
"1101","positive regulation of vasculature development (GO:1904018)","1/105",0.540045937307726,0.588918872810687,0.609110288350806,0.667252634057019,-0.464899428087687,0.286425036925241,"ANXA3"
"1102","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)","1/110",0.556790858586426,0.600656208233342,0.626115570345381,0.678479552397647,-0.479407081597717,0.28072428956257,"IFI27L2"
"1103","cellular metal ion homeostasis (GO:0006875)","1/97",0.511937757961365,0.566469236311703,0.58029198649565,0.644471745370745,-0.414109213541974,0.277267746485391,"CCL8"
"1104","positive regulation of transcription, DNA-templated (GO:0045893)","10/1121",0.310216727726036,0.408173393116426,0.54013209477222,0.616343914962619,-0.234942074721433,0.274995963840492,"CD86;MMP12;DBP;IFI16;DDX58;STAT1;PYHIN1;SLC11A1;IRF7;IKZF1"
"1105","regulation of macromolecule metabolic process (GO:0060255)","1/130",0.617928144344567,0.649741198896338,0.687102031668367,0.72500695986023,-0.566936515949563,0.272913657308115,"APOE"
"1106","regulation of autophagy (GO:0010506)","2/204",0.443437890966524,0.515277394999674,0.543148283073395,0.618614065315162,-0.335026436753878,0.272442670838195,"IFI16;IRGM"
"1107","regulation of JNK cascade (GO:0046328)","1/91",0.489743019340878,0.548457563481188,0.557303828814966,0.628204970740911,-0.380453637055752,0.27159614070963,"FCGR2B"
"1108","monocarboxylic acid metabolic process (GO:0032787)","1/109",0.553491033612825,0.598704394527338,0.622774286623852,0.676684414230605,-0.454830072829203,0.269036411937458,"MTHFD1L"
"1109","protein phosphorylation (GO:0006468)","4/471",0.456659422231793,0.523572410836642,0.604647058825299,0.665241563197468,-0.340073746315601,0.266555723957458,"EIF2AK2;PTPN6;IP6K3;PIK3CG"
"1110","cellular response to oxidative stress (GO:0034599)","1/116",0.576087283518954,0.617053490346969,0.645555466254621,0.695169201820212,-0.481014268723341,0.265277491263146,"CYBB"
"1111","activation of protein kinase activity (GO:0032147)","2/234",0.515024084269471,0.568370275029444,0.617319943121272,0.674237643016275,-0.380644837253414,0.252573689611028,"SLC11A1;EIF2AK2"
"1112","negative regulation of response to external stimulus (GO:0032102)","1/108",0.550166808858197,0.596178961037885,0.619403378273043,0.674237643016275,-0.419643227781394,0.250750994875724,"APOE"
"1113","intrinsic apoptotic signaling pathway (GO:0097193)","1/102",0.52969893826995,0.580261109650263,0.59854105879616,0.659270544652078,-0.393174662041916,0.249841452987985,"IFI16"
"1114","cytoskeleton organization (GO:0007010)","1/127",0.609322187309169,0.643499768367702,0.678626694674408,0.719212987759597,-0.498136262557636,0.246780743342759,"APOE"
"1115","protein O-linked glycosylation (GO:0006493)","1/116",0.576087283518954,0.617053490346969,0.645555466254621,0.695169201820212,-0.446694157014856,0.246350083645776,"B3GALT5"
"1116","regulation of cell motility (GO:2000145)","1/110",0.556790858586426,0.600656208233342,0.626115570345381,0.678479552397647,-0.418422442822308,0.245013783707293,"DDX58"
"1117","plasma membrane bounded cell projection organization (GO:0120036)","1/119",0.585420220224574,0.625937325084837,0.654895910033836,0.703341864162898,-0.44279316104904,0.237082689631584,"PLEK"
"1118","protein lipidation (GO:0006497)","1/128",0.612212019662827,0.644856192039953,0.68147681475407,0.720332948928644,-0.480875170204579,0.235954202728879,"CD52"
"1119","peptidyl-lysine modification (GO:0018205)","1/116",0.576087283518954,0.617053490346969,0.645555466254621,0.695169201820212,-0.423597172150682,0.233612186666601,"IFIH1"
"1120","organic anion transport (GO:0015711)","1/125",0.603478202229711,0.6384470883993,0.672850326790062,0.714347703772709,-0.458011511431403,0.231316587768284,"NPC2"
"1121","regulation of neuron projection development (GO:0010975)","1/120",0.588485620712459,0.627544400848241,0.657954792631323,0.704116807389648,-0.429700036434726,0.22782815662267,"APOE"
"1122","positive regulation of neuron projection development (GO:0010976)","1/98",0.515542498429197,0.568370275029444,0.584006473520998,0.646808640250738,-0.340290071140348,0.225454265271047,"APOE"
"1123","brain development (GO:0007420)","1/120",0.588485620712459,0.627544400848241,0.657954792631323,0.704116807389648,-0.419162575211914,0.222241165321029,"APOD"
"1124","protein oligomerization (GO:0051259)","2/218",0.477585326281547,0.539624060242764,0.578947621003503,0.644471745370745,-0.292097945917762,0.215864016094412,"FCER1G;IKZF1"
"1125","positive regulation of lymphocyte activation (GO:0051251)","1/105",0.540045937307726,0.588918872810687,0.609110288350806,0.667252634057019,-0.349334567675526,0.21522540231401,"IGHM"
"1126","G2/M transition of mitotic cell cycle (GO:0000086)","1/127",0.609322187309169,0.643499768367702,0.678626694674408,0.719212987759597,-0.415817293742565,0.205999258752401,"SFI1"
"1127","sulfur compound biosynthetic process (GO:0044272)","1/123",0.597547402912698,0.635520406451722,0.666970959963282,0.712500005989144,-0.395511592647092,0.203657486983894,"HPGDS"
"1128","regulation of protein secretion (GO:0050708)","1/108",0.550166808858197,0.596178961037885,0.619403378273043,0.674237643016275,-0.335375536309912,0.200398204520765,"RSAD2"
"1129","double-strand break repair (GO:0006302)","1/142",0.65050933250832,0.677496755118864,0.718842115159623,0.750610700838255,-0.465737007297309,0.200266742893866,"PARP3"
"1130","negative regulation of response to stimulus (GO:0048585)","1/128",0.612212019662827,0.644856192039953,0.68147681475407,0.720332948928644,-0.395525234273347,0.194074984725073,"FCGR2B"
"1131","cellular response to organic substance (GO:0071310)","1/134",0.629110532363267,0.660346856705346,0.698058438090729,0.733996874257703,-0.417614960050678,0.193542947713553,"PTPN6"
"1132","regulation of cytoskeleton organization (GO:0051493)","1/96",0.50830637922697,0.565045375432194,0.576544593522016,0.644467750643812,-0.282926526483215,0.191448148578513,"BST2"
"1133","cellular response to oxygen-containing compound (GO:1901701)","2/275",0.602610569703496,0.6384470883993,0.703379570612287,0.738317593108292,-0.375838293356641,0.190356124369559,"CD86;IRGM"
"1134","regulation of translation (GO:0006417)","2/214",0.467956647288066,0.531969584888793,0.568929874473512,0.638346988949085,-0.248462734894157,0.188677537544788,"EIF2AK2;VIM"
"1135","regulation of primary metabolic process (GO:0080090)","1/140",0.645277455718061,0.674964699774535,0.713783252046217,0.748571643790854,-0.41946794429779,0.183758373882439,"APOE"
"1136","protein complex assembly (GO:0006461)","2/190",0.408107377836462,0.489027331455121,0.50531629838638,0.591745519490368,-0.202546843646356,0.181527536487037,"CTSZ;FERMT3"
"1137","positive regulation of macromolecule biosynthetic process (GO:0010557)","1/143",0.653096457537155,0.679603826711806,0.7213381762986,0.752564937177328,-0.420500931150933,0.179146199309942,"VIM"
"1138","cellular response to organic cyclic compound (GO:0071407)","1/136",0.634579212378057,0.665407347419095,0.703393026463336,0.738317593108292,-0.391956771995368,0.178259257906526,"MSN"
"1139","negative regulation of canonical Wnt signaling pathway (GO:0090090)","1/149",0.66822457179622,0.694147076736591,0.735859465129628,0.766387774832499,-0.441984673808133,0.178177713203094,"APOE"
"1140","positive regulation of mitochondrion organization (GO:0010822)","1/129",0.615080620369807,0.647311919253814,0.684301854076922,0.72268513072979,-0.366269276677623,0.178007575267953,"ITGAX"
"1141","skeletal system development (GO:0001501)","1/147",0.663256121372044,0.689580350520547,0.731104455127717,0.762094176841608,-0.42628189668556,0.175028813235877,"CMKLR1"
"1142","response to lipid (GO:0033993)","1/141",0.64790304557732,0.675366063945217,0.716323872262943,0.748629892521115,-0.392416359793279,0.170314278288743,"SLC11A1"
"1143","protein localization to membrane (GO:0072657)","1/161",0.696542723686825,0.718852518309233,0.762687270311427,0.788873957704095,-0.4667813238841,0.168800331695613,"ITGB2"
"1144","protein targeting (GO:0006605)","1/134",0.629110532363267,0.660346856705346,0.698058438090729,0.733996874257703,-0.362507368610775,0.16800342755992,"RTP4"
"1145","regulation of cellular component organization (GO:0051128)","1/141",0.64790304557732,0.675366063945217,0.716323872262943,0.748629892521115,-0.375469526980351,0.162959111951299,"IRGM"
"1146","male gamete generation (GO:0048232)","1/155",0.682697257002249,0.706744153511778,0.749629642814138,0.777369810319308,-0.425880820559575,0.162560315814409,"TMEM119"
"1147","negative regulation of hydrolase activity (GO:0051346)","1/109",0.553491033612825,0.598704394527338,0.622774286623852,0.676684414230605,-0.270086719717774,0.159758921684394,"SFI1"
"1148","regulation of small GTPase mediated signal transduction (GO:0051056)","1/141",0.64790304557732,0.675366063945217,0.716323872262943,0.748629892521115,-0.360050222791655,0.156266914750357,"ARHGAP45"
"1149","negative regulation of cellular macromolecule biosynthetic process (GO:2000113)","4/513",0.523106857819571,0.574606894870176,0.670964205499137,0.713602707525561,-0.234324124715312,0.151834890319188,"IFI16;BHLHE41;EIF2AK2;IKZF1"
"1150","regulation of transcription from RNA polymerase II promoter (GO:0006357)","12/1479",0.4045383927846,0.486495771761919,0.66996673222738,0.713602707525561,-0.16249189366937,0.14705656653253,"MMP12;DBP;IFI16;DDX58;STAT1;SLC11A1;STAT2;BHLHE41;IRF7;APOE;IKZF1;TFCP2L1"
"1151","cellular response to interleukin-1 (GO:0071347)","1/151",0.673120207130426,0.698029130457972,0.740531035360088,0.76992225850639,-0.371106682386973,0.146895659611355,"CCL8"
"1152","negative regulation of gene expression (GO:0010629)","5/619",0.479289079077771,0.540265051720031,0.646307304670925,0.6953574126147,-0.195180334152549,0.143545641851456,"IFI16;BHLHE41;EIF2AK2;IKZF1;PARP14"
"1153","cell cycle G2/M phase transition (GO:0044839)","1/128",0.612212019662827,0.644856192039953,0.68147681475407,0.720332948928644,-0.290868550891887,0.142722397156421,"SFI1"
"1154","spermatogenesis (GO:0007283)","1/154",0.680329446312417,0.704898523479332,0.747385112354689,0.775709785002067,-0.352318925376379,0.135705540705009,"TMEM119"
"1155","protein modification by small protein conjugation (GO:0032446)","3/399",0.564485059537198,0.607868182969011,0.690500448329996,0.727955415780967,-0.223436393897441,0.127770171909806,"IFIH1;UBA7;ISG15"
"1156","protein transport (GO:0015031)","2/327",0.695938991045415,0.718852518309233,0.788931705572323,0.812532226679188,-0.344862597575789,0.125010373811334,"UNC93B1;APOE"
"1157","regulation of mitotic cell cycle (GO:0007346)","1/166",0.707621004633813,0.728166789567673,0.773050776498779,0.798222952597283,-0.332830672525677,0.115108367387025,"PARP3"
